element_symbol,element_name,type,subtype,class,subclass,biosample_acc,asm_acc,target_acc,start_on_contig,end_on_contig,strand,pct_ref_coverage,pct_ref_identity
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN07291502,GCA_003000695.1,PDT000294806.1,851907,853100,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441960,GCA_024715875.1,PDT001395217.2,18149,19339,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441993,GCA_024715255.1,PDT001395186.2,64756,65946,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN09788325,GCA_003968115.1,PDT000424949.1,118804,119997,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441823,GCA_024719835.1,PDT001395411.2,28295,29485,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441863,GCA_024719025.1,PDT001395371.2,28333,29523,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441810,GCA_024720065.1,PDT001395423.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442010,GCA_024714845.1,PDT001395166.2,28347,29537,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441825,GCA_024719795.1,PDT001395409.2,28328,29518,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441919,GCA_024716705.1,PDT001395258.2,15688,16878,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441917,GCA_024716735.1,PDT001395260.2,28347,29537,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441973,GCA_024715635.1,PDT001395205.2,15721,16911,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441777,GCA_024720715.1,PDT001395455.2,28331,29521,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441788,GCA_024720515.1,PDT001395445.2,28333,29523,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441994,GCA_024715215.1,PDT001395185.2,1175,2365,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441790,GCA_024720475.1,PDT001395443.2,28328,29518,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441964,GCA_024715815.1,PDT001395214.2,28347,29537,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441892,GCA_024717235.1,PDT001395285.2,27903,29093,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441797,GCA_024720355.1,PDT001395437.2,64758,65948,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441872,GCA_024718815.1,PDT001395361.2,34009,35199,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441861,GCA_024719045.1,PDT001395372.2,15722,16912,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442008,GCA_024714915.1,PDT001395169.2,87546,88736,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441804,GCA_024720195.1,PDT001395429.2,28331,29521,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441908,GCA_024716945.1,PDT001395270.2,64753,65943,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441802,GCA_024720215.1,PDT001395430.2,28331,29521,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441812,GCA_024720055.1,PDT001395422.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441938,GCA_024716295.1,PDT001395238.2,28333,29523,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441806,GCA_024720165.1,PDT001395428.2,28347,29537,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442019,GCA_024714715.1,PDT001395159.2,164981,166171,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442001,GCA_024715075.1,PDT001395177.2,28347,29537,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441854,GCA_024719195.1,PDT001395380.2,15721,16911,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442026,GCA_024714565.1,PDT001395152.2,28331,29521,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441811,GCA_024720035.1,PDT001395421.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441974,GCA_024715615.1,PDT001395204.2,42793,43983,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441901,GCA_024717035.1,PDT001395274.2,28331,29521,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441902,GCA_024717055.1,PDT001395278.2,28297,29487,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441805,GCA_024720155.1,PDT001395427.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441881,GCA_024718625.1,PDT001395352.2,28331,29521,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN04014935,GCA_001875205.1,PDT000167139.1,2341421,2342614,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441999,GCA_024715115.1,PDT001395179.2,28331,29521,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442029,GCA_024714515.1,PDT001395149.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441882,GCA_024718605.1,PDT001395351.2,34014,35204,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441979,GCA_024715515.1,PDT001395199.2,64758,65948,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441796,GCA_024720325.1,PDT001395436.2,64756,65946,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442023,GCA_024714635.1,PDT001395155.2,28348,29538,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441821,GCA_024719845.1,PDT001395412.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441911,GCA_024716895.1,PDT001395268.2,64758,65948,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441878,GCA_024718695.1,PDT001395355.2,64753,65943,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441887,GCA_024717415.1,PDT001395295.2,64758,65948,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441852,GCA_024719205.1,PDT001395381.2,14911,16101,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441937,GCA_024716405.1,PDT001395243.2,15296,16486,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441831,GCA_024719655.1,PDT001395402.2,28333,29523,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441840,GCA_024719455.1,PDT001395392.2,13194,14384,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN09788340,GCA_003968565.1,PDT000424970.1,14913,16106,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441926,GCA_024716555.1,PDT001395251.2,15723,16913,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441791,GCA_024720455.1,PDT001395442.2,28331,29521,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441842,GCA_024719435.1,PDT001395391.2,28332,29522,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441975,GCA_024715575.1,PDT001395203.2,2068,3258,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441995,GCA_024715205.1,PDT001395184.2,64756,65946,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441809,GCA_024720095.1,PDT001395424.2,28348,29538,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442017,GCA_024714755.1,PDT001395161.2,28331,29521,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441958,GCA_024715915.1,PDT001395220.2,15732,16922,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441815,GCA_024719935.1,PDT001395417.2,28347,29537,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441929,GCA_024716475.1,PDT001395247.2,15713,16903,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441980,GCA_024715505.1,PDT001395200.2,28328,29518,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441927,GCA_024716525.1,PDT001395250.2,10130,11320,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441961,GCA_024715845.1,PDT001395216.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441789,GCA_024720485.1,PDT001395444.2,64760,65950,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441906,GCA_024716995.1,PDT001395273.2,71362,72552,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441830,GCA_024719675.1,PDT001395403.2,64758,65948,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441827,GCA_024719735.1,PDT001395407.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN09788402,GCA_003970005.1,PDT000425029.1,5379,6572,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441879,GCA_024718675.1,PDT001395354.2,64754,65944,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441886,GCA_024717345.1,PDT001395290.2,64756,65946,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442003,GCA_024715035.1,PDT001395175.2,64756,65946,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441921,GCA_024716645.1,PDT001395256.2,28347,29537,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441883,GCA_024718565.1,PDT001395349.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442027,GCA_024714555.1,PDT001395151.2,28333,29523,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441899,GCA_024717125.1,PDT001395279.2,64751,65941,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441909,GCA_024716935.1,PDT001395271.2,34015,35205,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441955,GCA_024716015.1,PDT001395224.2,64751,65941,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441869,GCA_024718885.1,PDT001395365.2,87567,88757,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442028,GCA_024714535.1,PDT001395150.2,64758,65948,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441976,GCA_024715565.1,PDT001395202.2,64758,65948,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441801,GCA_024720275.1,PDT001395433.2,28331,29521,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441954,GCA_024716075.1,PDT001395227.2,15749,16939,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441884,GCA_024718585.1,PDT001395350.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442012,GCA_024714895.1,PDT001395168.2,28350,29540,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441950,GCA_024716135.1,PDT001395230.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441965,GCA_024715775.1,PDT001395212.2,28328,29518,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441807,GCA_024720115.1,PDT001395425.2,164601,165791,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441843,GCA_024719405.1,PDT001395389.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441957,GCA_024715935.1,PDT001395219.2,28471,29661,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441826,GCA_024719725.1,PDT001395405.2,28328,29518,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441968,GCA_024715735.1,PDT001395210.2,29320,30510,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441948,GCA_024716155.1,PDT001395231.2,64756,65946,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442004,GCA_024715015.1,PDT001395174.2,64756,65946,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441819,GCA_024719895.1,PDT001395414.2,64744,65934,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441792,GCA_024720435.1,PDT001395441.2,28347,29537,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441890,GCA_024717315.1,PDT001395289.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441998,GCA_024715145.1,PDT001395181.2,28331,29521,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441787,GCA_024720555.1,PDT001395447.2,28297,29487,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441862,GCA_024719005.1,PDT001395370.2,28333,29523,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441859,GCA_024719085.1,PDT001395374.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441959,GCA_024715975.1,PDT001395222.2,64756,65946,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441824,GCA_024719775.1,PDT001395408.2,28333,29523,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441871,GCA_024718835.1,PDT001395362.2,64756,65946,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441989,GCA_024715295.1,PDT001395188.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441813,GCA_024720015.1,PDT001395420.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442006,GCA_024714935.1,PDT001395170.2,64756,65946,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441949,GCA_024716055.1,PDT001395226.2,15723,16913,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441933,GCA_024716435.1,PDT001395245.2,28333,29523,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN09788368,GCA_003969175.1,PDT000424987.1,11285,12478,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441942,GCA_024716225.1,PDT001395235.2,64732,65922,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441910,GCA_024716855.1,PDT001395266.2,28328,29518,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441922,GCA_024716685.1,PDT001395259.2,33201,34391,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441849,GCA_024719295.1,PDT001395384.2,28331,29521,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441785,GCA_024720575.1,PDT001395448.2,28328,29518,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441866,GCA_024718945.1,PDT001395368.2,29320,30510,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441845,GCA_024719375.1,PDT001395388.2,29319,30509,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441981,GCA_024715465.1,PDT001395197.2,28778,29968,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29442015,GCA_024714795.1,PDT001395163.2,28347,29537,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441786,GCA_024720525.1,PDT001395446.2,17922,19112,-,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441907,GCA_024716905.1,PDT001395269.2,64757,65947,+,100.0,100.0
blaPDC-5,extended-spectrum class C beta-lactamase PDC-5,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,SAMN29441969,GCA_024715675.1,PDT001395207.2,29323,30513,+,100.0,100.0
gyrA_T83I,Pseudomonas aeruginosa quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,SAMN29441832,GCA_024719615.1,PDT001395400.2,33202,35964,-,100.0,99.57
gyrA_T83I,Pseudomonas aeruginosa quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,SAMN29441949,GCA_024716055.1,PDT001395226.2,72276,75038,-,100.0,99.57
gyrA_T83I,Pseudomonas aeruginosa quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,SAMN29441781,GCA_024720605.1,PDT001395450.2,16711,19473,+,100.0,99.57
gyrA_T83I,Pseudomonas aeruginosa quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,SAMN29441894,GCA_024717255.1,PDT001395286.2,16711,19473,+,100.0,99.57
gyrA_D87N,Pseudomonas aeruginosa quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,SAMN29441882,GCA_024718605.1,PDT001395351.2,33277,36039,-,100.0,99.57
gyrA_T83I,Pseudomonas aeruginosa quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,SAMN29441998,GCA_024715145.1,PDT001395181.2,72276,75038,-,100.0,99.57
gyrA_D87N,Pseudomonas aeruginosa quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,SAMN29441899,GCA_024717125.1,PDT001395279.2,16711,19473,+,100.0,99.57
gyrA_D87N,Pseudomonas aeruginosa quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,SAMN29441966,GCA_024715795.1,PDT001395213.2,16716,19478,+,100.0,99.57
gyrA_T83I,Pseudomonas aeruginosa quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,SAMN29441845,GCA_024719375.1,PDT001395388.2,72276,75038,-,100.0,99.57
gyrA_T83I,Pseudomonas aeruginosa quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,SAMN09788341,GCA_003969535.1,PDT000425005.1,16713,19478,+,100.0,99.67
